method
"android.content.ContextWrapper: android.content.res.Resources getResources()"
"android.provider.Settings$Secure: java.lang.String getString(android.content.ContentResolver,java.lang.String)"
"android.content.ContextWrapper: android.content.ContentResolver getContentResolver()"
"android.view.ContextThemeWrapper: android.content.res.Resources getResources()"
"android.content.ContextWrapper: android.content.pm.PackageManager getPackageManager()"
"android.view.View: android.content.Context getContext()"
"android.content.ContextWrapper: android.content.SharedPreferences getSharedPreferences(java.lang.String,int)"
"android.content.res.Resources: android.util.DisplayMetrics getDisplayMetrics()"
"android.content.ContextWrapper: android.content.Intent registerReceiver(android.content.BroadcastReceiver,android.content.IntentFilter)"
"android.content.Context: java.lang.String getString(int)"
"android.preference.PreferenceManager: android.content.SharedPreferences getDefaultSharedPreferences(android.content.Context)"
"android.content.ContextWrapper: java.lang.String getPackageName()"
"android.content.ContextWrapper: android.content.Context getApplicationContext()"
"android.content.ContextWrapper: android.content.pm.ApplicationInfo getApplicationInfo()"
"android.app.Activity: android.content.Intent getIntent()"
"android.content.ContextWrapper: java.io.File getCacheDir()"
"android.telephony.TelephonyManager: java.lang.String getNetworkOperator()"
"android.content.ContextWrapper: java.io.File getDatabasePath(java.lang.String)"
"android.telephony.TelephonyManager: java.lang.String getDeviceId()"
"android.content.Intent: java.lang.String getAction()"
"android.content.ContextWrapper: android.content.res.AssetManager getAssets()"
"android.content.res.Resources: int getIdentifier(java.lang.String,java.lang.String,java.lang.String)"
"android.content.Intent: android.os.Bundle getExtras()"
"android.content.Intent: android.net.Uri getData()"
"android.content.res.Resources: android.graphics.drawable.Drawable getDrawable(int)"
"android.content.res.Resources: android.content.res.Configuration getConfiguration()"
"android.content.ContextWrapper: java.lang.ClassLoader getClassLoader()"
"android.content.res.Resources: java.lang.String getString(int)"
"android.telephony.TelephonyManager: java.lang.String getSubscriberId()"
"android.content.res.Resources: android.content.res.XmlResourceParser getXml(int)"
"android.content.ContextWrapper: java.io.File getDir(java.lang.String,int)"
"android.telephony.TelephonyManager: int getPhoneType()"
"android.telephony.TelephonyManager: int getNetworkType()"
"android.content.ComponentName: java.lang.String getPackageName()"
"android.content.Intent: int getIntExtra(java.lang.String,int)"
"android.content.Intent: boolean getBooleanExtra(java.lang.String,boolean)"
"android.app.ActivityManager: java.util.List getRunningTasks(int)"
"android.telephony.gsm.GsmCellLocation: int getLac()"
"android.telephony.gsm.GsmCellLocation: int getCid()"
"android.view.animation.AnimationUtils: android.view.animation.Animation loadAnimation(android.content.Context,int)"
"android.content.Intent: java.lang.String getStringExtra(java.lang.String)"
"android.view.View: android.content.res.Resources getResources()"
"android.accounts.AccountManager: android.accounts.Account[] getAccountsByType(java.lang.String)"
"android.accounts.AccountManager: android.accounts.AccountManager get(android.content.Context)"
"android.content.ContextWrapper: java.lang.Object getSystemService(java.lang.String)"
"android.content.ContextWrapper: java.io.File getFilesDir()"
"android.view.ViewConfiguration: android.view.ViewConfiguration get(android.content.Context)"
"android.net.wifi.WifiInfo: java.lang.String getMacAddress()"
"android.content.ContentProvider: android.content.Context getContext()"
"android.content.ContentResolver: android.database.Cursor query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String)"
"android.widget.Toast: android.widget.Toast makeText(android.content.Context,java.lang.CharSequence),int)"
"android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()"
"android.content.res.Resources: android.content.res.AssetManager getAssets()"
"android.content.ContextWrapper: android.os.Looper getMainLooper()"
"android.content.res.Resources: boolean getBoolean(int)"
"android.content.ContextWrapper: android.content.Context getBaseContext()"
"android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)"
"android.content.res.Resources: int getColor(int)"
"android.content.ContextWrapper: android.content.Context createPackageContext(java.lang.String,int)"
"android.content.res.Resources: android.content.res.Resources getSystem()"
"android.app.ActivityManager: int getLauncherLargeIconDensity()"
"android.content.Intent: java.lang.String getDataString()"
"android.content.res.Resources: android.graphics.drawable.Drawable getDrawableForDensity(int,int)"
"android.view.View: int getImportantForAccessibility()"
"android.telephony.TelephonyManager: java.lang.String getSimOperator()"
"android.telephony.TelephonyManager: java.lang.String getLine1Number()"
"android.location.LocationManager: android.location.Location getLastKnownLocation(java.lang.String)"
"android.content.ContextWrapper: java.io.File getFileStreamPath(java.lang.String)"
"android.app.PendingIntent: android.app.PendingIntent getActivity(android.content.Context,int,android.content.Intent,int)"
"android.app.ActivityManager: void getMemoryInfo(android.app.ActivityManager$MemoryInfo)"
"android.app.ActivityManager: java.util.List getRunningAppProcesses()"
"android.content.ComponentName: java.lang.String getClassName()"
"org.apache.http.conn.ssl.SSLSocketFactory: org.apache.http.conn.ssl.SSLSocketFactory getSocketFactory()"
"android.widget.Toast: android.widget.Toast makeText(android.content.Context,java.lang.CharSequence), int)"
"android.content.Context: java.lang.String getString(int,java.lang.Object[])"
"android.content.res.Resources: java.lang.String[] getStringArray(int)"
"android.support.v4.view.MotionEventCompat: int getPointerId(android.view.MotionEvent,int)"
"android.support.v4.view.ViewCompat: int getOverScrollMode(android.view.View)"
"android.support.v4.view.ViewConfigurationCompat$BaseViewConfigurationVersionImpl: int getScaledPagingTouchSlop(android.view.ViewConfiguration)"
"android.support.v4.view.ViewConfigurationCompat: int getScaledPagingTouchSlop(android.view.ViewConfiguration)"
"android.app.ActivityManager: java.util.List getRunningServices(int)"
"android.webkit.CookieSyncManager: android.webkit.CookieSyncManager createInstance(android.content.Context)"
"android.telephony.TelephonyManager: java.lang.String getSimSerialNumber()"
"android.support.v4.view.AccessibilityDelegateCompatJellyBean$1: android.view.accessibility.AccessibilityNodeProvider getAccessibilityNodeProvider(android.view.View)"
"org.apache.http.conn.scheme.PlainSocketFactory: org.apache.http.conn.scheme.PlainSocketFactory getSocketFactory()"
"android.support.v4.view.AccessibilityDelegateCompat$AccessibilityDelegateJellyBeanImpl: android.support.v4.view.accessibility.AccessibilityNodeProviderCompat getAccessibilityNodeProvider(java.lang.Object,android.view.View)"
"android.app.Dialog: android.content.Context getContext()"
"android.support.v4.view.PagerAdapter: float getPageWidth(int)"
"android.support.v4.view.MotionEventCompat: float getY(android.view.MotionEvent,int)"
"android.support.v4.view.ViewPager: android.support.v4.view.ViewPager$ItemInfo addNewItem(int,int)"
"android.support.v4.view.ViewCompat: int getImportantForAccessibility(android.view.View)"
